;reer;reer_bis;pi;cpi;pce;mon_pol;mon_pol_CW;mon_pol_RBNZ
01.01.1964;;138.91;28.579;13.05391596;18.039;3.48;3.48;3.48
02.01.1964;;138.93;28.7728;13.04125864;18.074;3.48;3.48;3.48
03.01.1964;;138.9;28.7728;13.05391596;18.09;3.43;3.43;3.43
04.01.1964;;138.94;29.2436;13.05813507;18.107;3.47;3.47;3.47
05.01.1964;;143.83;29.4098;13.07079239;18.123;3.5;3.5;3.5
06.01.1964;;143.87;29.4928;13.08344971;18.136;3.5;3.5;3.5
07.01.1964;;143.9;29.6867;13.08766882;18.154;3.42;3.42;3.42
08.01.1964;;143.83;29.8805;13.10032614;18.177;3.5;3.5;3.5
09.01.1964;;143.65;29.9913;13.11298346;18.185;3.45;3.45;3.45
10.01.1964;;143.63;29.5759;13.12985988;18.192;3.36;3.36;3.36
11.01.1964;;143.54;30.4898;13.16783184;18.218;3.52;3.52;3.52
12.01.1964;;143.33;30.8498;13.18470827;18.244;3.85;3.85;3.85
01.01.1965;;143.28;31.1821;13.19736559;18.268;3.9;3.9;3.9
02.01.1965;;143.37;31.376;13.19736559;18.291;3.98;3.98;3.98
03.01.1965;;143.78;31.7913;13.21002291;18.301;4.04;4.04;4.04
04.01.1965;;143.87;31.9298;13.23955666;18.323;4.09;4.09;4.09
05.01.1965;;144.17;32.179;13.28174772;18.357;4.1;4.1;4.1
06.01.1965;;144.27;32.4283;13.33659611;18.352;4.04;4.04;4.04
07.01.1965;;144.46;32.7329;13.32393879;18.37;4.09;4.09;4.09
08.01.1965;;144.35;32.8713;13.31128147;18.405;4.12;4.12;4.12
09.01.1965;;144.25;32.9544;13.34081522;18.427;4.01;4.01;4.01
10.01.1965;;144.17;33.2868;13.35347254;18.42;4.08;4.08;4.08
11.01.1965;;144.06;33.4252;13.3956636;18.455;4.1;4.1;4.1
12.01.1965;;144.06;33.8406;13.43785467;18.511;4.32;4.32;4.32
01.01.1966;;144.06;34.1729;13.45051199;18.516;4.42;4.42;4.42
02.01.1966;;144.22;34.3945;13.53489412;18.562;4.6;4.6;4.6
03.01.1966;;144.2;34.8652;13.57708519;18.585;4.65;4.65;4.65
04.01.1966;;144.33;34.9206;13.61927625;18.651;4.67;4.67;4.67
05.01.1966;;144.3;35.2529;13.64881;18.701;4.9;4.9;4.9
06.01.1966;;144.28;35.4191;13.66146732;18.762;5.17;5.17;5.17
07.01.1966;;144.2;35.6129;13.69100107;18.817;5.3;5.3;5.3
08.01.1966;;144.2;35.6406;13.7753832;18.852;5.53;5.53;5.53
09.01.1966;;144.28;35.9729;13.81757427;18.909;5.4;5.4;5.4
10.01.1966;;144.38;36.2221;13.85976533;18.971;5.53;5.53;5.53
11.01.1966;;144.43;35.9729;13.87242265;19.019;5.76;5.76;5.76
12.01.1966;;144.47;36.056;13.88929908;19.077;5.4;5.4;5.4
01.01.1967;;144.37;36.2261;13.88086087;19.095;4.94;4.94;4.94
02.01.1967;;144.33;35.8152;13.92305193;19.129;5;5;5
03.01.1967;;144.32;35.6133;13.92305193;19.158;4.53;4.53;4.53
04.01.1967;;144.28;35.9492;13.965243;19.211;4.05;4.05;4.05
05.01.1967;;144.24;35.6356;13.965243;19.253;3.94;3.94;3.94
06.01.1967;;144.22;35.6311;14.04962513;19.302;3.98;3.98;3.98
07.01.1967;;144.21;35.55;14.0918162;19.368;3.79;3.79;3.79
08.01.1967;;144.21;36.2311;14.13400727;19.427;3.9;3.9;3.9
09.01.1967;;144.18;36.1723;14.17619833;19.496;3.99;3.99;3.99
10.01.1967;;144.42;36.4669;14.2183894;19.569;3.88;3.88;3.88
11.01.1967;;145.09;36.9884;14.30277153;19.631;4.13;4.13;4.13
12.01.1967;;146.68;37.3868;14.3449626;19.679;4.51;4.51;4.51
01.01.1968;;146.95;37.3465;14.38715366;19.766;4.6;4.6;4.6
02.01.1968;;147.03;37.4804;14.42934473;19.852;4.71;4.71;4.71
03.01.1968;;146.96;37.5974;14.4715358;19.931;5.05;5.05;5.05
04.01.1968;;146.83;37.6518;14.51372686;20.004;5.76;5.76;5.76
05.01.1968;;146.8;38.0741;14.55591793;20.08;6.11;6.11;6.11
06.01.1968;;146.84;38.214;14.64030006;20.158;6.07;6.07;6.07
07.01.1968;;146.63;38.1554;14.7246822;20.225;6.02;6.02;6.02
08.01.1968;;146.55;38.2619;14.76687326;20.304;6.03;6.03;6.03
09.01.1968;;146.5;38.4068;14.80906433;20.387;5.78;5.78;5.78
10.01.1968;;146.5;38.483;14.89344646;20.469;5.91;5.91;5.91
11.01.1968;;146.48;38.9808;14.93563753;20.546;5.82;5.82;5.82
12.01.1968;;146.5;39.1039;15.02001966;20.609;6.02;6.02;6.02
01.01.1969;;146.53;39.3405;15.06221073;20.687;6.3;6.3;6.3
02.01.1969;;146.63;39.5922;15.10440179;20.757;6.61;6.61;6.61
03.01.1969;;146.76;39.9027;15.23097499;20.854;6.79;6.79;6.79
04.01.1969;;146.77;39.7559;15.31535713;20.935;7.41;7.41;7.41
05.01.1969;;146.87;39.6056;15.35754819;21.018;8.67;8.67;8.67
06.01.1969;;146.96;39.9925;15.44193033;21.091;8.9;8.9;8.9
07.01.1969;;147.1;40.2037;15.52631246;21.189;8.61;8.61;8.61
08.01.1969;;147.5;40.2961;15.56850353;21.249;9.19;9.19;9.19
09.01.1969;;147.57;40.287;15.65288566;21.334;9.15;9.15;9.15
10.01.1969;;146.77;40.2988;15.73726779;21.425;9;9;9
11.01.1969;;146.8;39.9189;15.82164992;21.507;8.85;8.85;8.85
12.01.1969;;146.74;39.8118;15.90603206;21.587;8.97;8.97;8.97
01.01.1970;130.3794507;146.72;39.0746;15.99041419;21.659;8.98;8.98;8.98
02.01.1970;130.6455975;146.72;39.0488;16.07479632;21.742;8.98;8.98;8.98
03.01.1970;131.1633063;146.67;38.9981;16.15917846;21.823;7.76;7.76;7.76
04.01.1970;131.5884497;146.61;38.8979;16.24356059;21.909;8.1;8.1;8.1
05.01.1970;131.9770278;146.69;38.8525;16.28575165;21.986;7.94;7.94;7.94
06.01.1970;131.2897069;145.64;38.7269;16.37013379;22.066;7.6;7.6;7.6
07.01.1970;130.9991823;145.57;38.8219;16.41232485;22.149;7.21;7.21;7.21
08.01.1970;130.7224438;145.13;38.7527;16.45451592;22.226;6.61;6.61;6.61
09.01.1970;130.9156324;144.95;38.4856;16.53889805;22.319;6.29;6.29;6.29
10.01.1970;130.9457762;145.1;37.7157;16.62328019;22.429;6.2;6.2;6.2
11.01.1970;130.9614717;145.04;37.4873;16.70766232;22.544;5.6;5.6;5.6
12.01.1970;131.0282694;145.04;38.3482;16.79204445;22.658;4.9;4.9;4.9
01.01.1971;130.3174241;144.81;38.6432;16.83423552;22.747;4.14;4.14;4.14
02.01.1971;129.828603;144.56;38.5695;16.83423552;22.834;3.72;3.72;3.72
03.01.1971;129.5564464;144.54;38.5278;16.87642659;22.907;3.71;3.71;3.71
04.01.1971;129.1651785;144.64;38.7441;16.91861765;22.992;4.15;4.15;4.15
05.01.1971;128.8212249;144.38;38.9407;17.00299978;23.093;4.63;4.63;4.63
06.01.1971;129.3175374;144.86;39.104;17.08738192;23.184;4.91;4.91;4.91
07.01.1971;129.3736203;145.58;38.9905;17.12957298;23.273;5.31;5.31;5.31
08.01.1971;128.4372793;144.6;38.7642;17.17176405;23.305;5.56;5.56;5.56
09.01.1971;126.2382899;142.06;39.3942;17.21395512;23.344;5.55;5.55;5.55
10.01.1971;124.9139865;140.65;39.6891;17.25614618;23.381;5.2;5.2;5.2
11.01.1971;124.2590795;140.3;39.8576;17.29833725;23.433;4.91;4.91;4.91
12.01.1971;124.8920644;138.14;40.3177;17.34052832;23.507;4.14;4.14;4.14
01.01.1972;122.0956431;136.51;41.2876;17.38271938;23.607;3.5;3.5;3.5
02.01.1972;120.8326955;135.08;41.6865;17.46710152;23.671;3.29;3.29;3.29
03.01.1972;119.8912201;134.43;41.9746;17.46710152;23.717;3.83;3.83;3.83
04.01.1972;119.8053195;134.65;42.4183;17.50929258;23.772;4.17;4.17;4.17
05.01.1972;119.4666379;134.54;42.3963;17.55148365;23.828;4.27;4.27;4.27
06.01.1972;118.900508;134.31;42.5166;17.59367472;23.875;4.46;4.46;4.46
07.01.1972;118.7680243;134.98;42.498;17.63586578;23.944;4.55;4.55;4.55
08.01.1972;118.0982557;134.96;43.0629;17.67805685;23.994;4.8;4.8;4.8
09.01.1972;118.2880866;135.05;43.3918;17.76243898;24.075;4.87;4.87;4.87
10.01.1972;118.5573238;135.42;43.9718;17.80463005;24.088;5.04;5.04;5.04
11.01.1972;118.4476335;135.86;44.4919;17.88901218;24.152;5.06;5.06;5.06
12.01.1972;118.3634823;136.26;45.0015;17.93120325;24.225;5.33;5.33;5.33
01.01.1973;118.332694;136.22;45.2942;18.01558538;24.24;5.94;5.94;5.94
02.01.1973;114.2311273;130.63;45.9656;18.14215858;24.316;6.58;6.58;6.58
03.01.1973;111.6989053;126.32;45.9872;18.31092285;24.414;7.09;7.09;7.09
04.01.1973;111.6855565;127.14;45.9237;18.43749604;24.556;7.12;7.12;7.12
05.01.1973;110.2804261;126.35;46.2192;18.52187818;24.651;7.84;7.84;7.84
06.01.1973;108.3768981;124.29;46.2509;18.64845138;24.757;8.49;8.49;8.49
07.01.1973;105.3072687;122.54;46.4421;18.64845138;24.863;10.4;10.4;10.4
08.01.1973;107.407775;124.11;46.3648;18.98597991;24.979;10.5;10.5;10.5
09.01.1973;106.5529677;124.47;46.7803;19.07036204;25.105;10.78;10.78;10.78
10.01.1973;105.5554703;123.99;47.0954;19.23912631;25.202;10.01;10.01;10.01
11.01.1973;108.0240318;127.34;47.3445;19.36569951;25.324;10.03;10.03;10.03
12.01.1973;108.0581537;129.06;47.2315;19.53446377;25.464;9.95;9.95;9.95
01.01.1974;110.0049072;133.64;46.8994;19.7454191;25.589;9.65;9.65;9.65
02.01.1974;107.0284068;131.2;46.7538;19.95637444;25.753;8.97;8.97;8.97
03.01.1974;105.4707361;128.7;46.7685;20.16732977;25.953;9.35;9.35;9.35
04.01.1974;103.5688104;127.1;46.6069;20.29390297;26.147;10.51;10.51;10.51
05.01.1974;102.8200288;126.3;46.9743;20.5048583;26.398;11.31;11.31;11.31
06.01.1974;103.5905936;127.64;46.9233;20.67362257;26.67;11.93;11.93;11.93
07.01.1974;103.3821127;128.77;46.9464;20.80019577;26.906;12.92;12.92;12.92
08.01.1974;104.7355129;130.85;46.4907;21.05334217;27.165;12.01;12.01;12.01
09.01.1974;105.360629;131.33;46.5136;21.34867963;27.409;11.34;11.34;11.34
10.01.1974;104.4693415;130.7;46.3401;21.5174439;27.623;10.06;10.06;10.06
11.01.1974;103.6512139;130.03;44.8209;21.72839923;27.825;9.45;9.45;9.45
12.01.1974;103.9212766;130.29;43.234;21.89716349;28.021;8.53;8.53;8.53
01.01.1975;103.1021809;129.22;42.6409;22.06592776;28.185;7.13;7.13;7.13
02.01.1975;102.0904136;127.66;41.6602;22.19250096;28.384;6.24;6.24;6.24
03.01.1975;101.091643;126.74;41.2135;22.27688309;28.533;5.54;5.54;5.54
04.01.1975;101.5711332;128.45;41.246;22.36126523;28.671;5.49;5.49;5.49
05.01.1975;100.6901257;128.54;41.1515;22.40345629;28.793;5.22;5.22;5.22
06.01.1975;100.4102134;128.81;41.4224;22.57222056;28.933;5.55;5.55;5.55
07.01.1975;102.5463934;131.77;41.8234;22.78317589;29.112;6.1;6.1;6.1
08.01.1975;103.7243668;134.01;42.2573;22.86755802;29.212;6.14;6.14;6.14
09.01.1975;104.0986569;134.83;42.7796;23.03632229;29.371;6.24;6.24;6.24
10.01.1975;103.7918704;134.87;42.9687;23.16289549;29.517;5.82;5.82;5.82
11.01.1975;103.8423835;134.64;43.0614;23.33165975;29.713;5.22;5.22;5.22
12.01.1975;104.4060438;135.56;43.5973;23.45823295;29.893;5.2;5.2;5.2
01.01.1976;103.6879092;135.18;44.2288;23.54261509;30.046;4.87;4.87;4.87
02.01.1976;102.8378886;134.58;44.6725;23.58480615;30.166;4.77;4.77;4.77
03.01.1976;102.925453;135.4;44.7125;23.62699722;30.266;4.84;4.84;4.84
04.01.1976;102.9050814;136;44.9643;23.66918829;30.384;4.82;4.82;4.82
05.01.1976;102.8978419;136.19;45.1741;23.79576149;30.527;5.29;5.29;5.29
06.01.1976;103.0546392;136.57;45.183;23.92233468;30.651;5.48;5.48;5.48
07.01.1976;102.2458614;135.97;45.4535;24.04890788;30.82;5.31;5.31;5.31
08.01.1976;101.9988013;135.74;45.7737;24.17548108;30.997;5.29;5.29;5.29
09.01.1976;108.0648199;135.01;45.9031;24.30205428;31.179;5.25;5.25;5.25
10.01.1976;107.71768;135.68;45.9207;24.42862748;31.332;5.02;5.02;5.02
11.01.1976;109.9006229;136.49;46.5978;24.51300962;31.475;4.95;4.95;4.95
12.01.1976;106.7362787;137.14;47.0854;24.63958281;31.645;4.65;4.65;4.65
01.01.1977;106.4226998;136.24;46.8276;24.76615601;31.838;4.61;4.61;4.61
02.01.1977;107.6704131;136.22;47.5417;25.01930241;32.033;4.68;4.68;4.68
03.01.1977;107.5398564;136.18;48.131;25.14587561;32.169;4.69;4.69;4.69
04.01.1977;106.9281745;135.46;48.5838;25.31463988;32.329;4.73;4.73;4.73
05.01.1977;106.3478203;135.56;48.9891;25.39902201;32.494;5.35;5.35;5.35
06.01.1977;105.9915119;135.25;49.3428;25.52559521;32.687;5.39;5.39;5.39
07.01.1977;104.9709083;133.58;49.412;25.65216841;32.89;5.42;5.42;5.42
08.01.1977;104.9985922;134.32;49.4259;25.77874161;33.051;5.9;5.9;5.9
09.01.1977;104.7387766;134.65;49.6639;25.86312374;33.19;6.14;6.14;6.14
10.01.1977;103.6309343;133.02;49.7592;25.98969694;33.351;6.47;6.47;6.47
11.01.1977;103.158004;131.21;49.8117;26.15846121;33.524;6.51;6.51;6.51
12.01.1977;101.6348556;129.1;49.8949;26.28503441;33.697;6.56;6.56;6.56
01.01.1978;100.9929801;127.94;49.2066;26.45379867;33.899;6.7;6.7;6.7
02.01.1978;100.6451021;127.76;49.4502;26.58037187;34.029;6.78;6.78;6.78
03.01.1978;100.0665218;126.52;50.3928;26.74913614;34.213;6.79;6.79;6.79
04.01.1978;99.88237483;125.79;51.4368;26.96009147;34.435;6.89;6.89;6.89
05.01.1978;100.6650623;126.96;51.6276;27.21323787;34.637;7.36;7.36;7.36
06.01.1978;99.67116473;124.77;51.9833;27.4241932;34.831;7.6;7.6;7.6
07.01.1978;97.47145763;121.3;51.9592;27.63514853;35.035;7.81;7.81;7.81
08.01.1978;95.79825323;118.92;52.1543;27.8039128;35.224;8.04;8.04;8.04
09.01.1978;96.22014006;119.11;52.286;28.0570592;35.426;8.45;8.45;8.45
10.01.1978;94.63131138;116.63;52.7054;28.3102056;35.686;8.96;8.96;8.96
11.01.1978;96.29739916;119.12;53.1047;28.47896986;35.878;9.76;9.76;9.76
12.01.1978;96.71878147;119.55;53.3886;28.64773413;36.018;10.03;10.03;10.03
01.01.1979;96.64110987;119.28;53.0453;28.90088053;36.203;10.07;10.07;10.07
02.01.1979;97.28886286;120.1;53.3303;29.19621799;36.321;10.06;10.06;10.06
03.01.1979;97.31190722;120.44;53.4973;29.49155546;36.53;10.09;10.09;10.09
04.01.1979;98.09846202;121.65;52.8938;29.78689292;36.867;10.01;10.01;10.01
05.01.1979;98.88880546;122.57;53.3187;30.12442146;37.187;10.24;10.24;10.24
06.01.1979;99.00930072;122.45;53.3157;30.46194999;37.396;10.29;10.29;10.29
07.01.1979;97.28108267;120.11;53.2433;30.79947852;37.583;10.47;10.47;10.47
08.01.1979;97.8876428;120.61;52.8899;31.09481598;37.833;10.94;10.94;10.94
09.01.1979;97.86687281;120.8;52.9486;31.39015345;38.091;11.43;11.43;11.43
10.01.1979;98.65901078;122.46;53.239;31.72768198;38.369;13.77;13.77;13.77
11.01.1979;99.81129724;124.55;53.1918;32.06521051;38.615;13.18;13.18;13.18
12.01.1979;98.6996595;122.61;53.2603;32.44493011;38.892;13.78;13.78;13.78
01.01.1980;98.63669413;122.33;53.5037;32.90903184;39.187;13.82;13.82;13.82
02.01.1980;99.56044372;123.63;53.5053;33.33094251;39.578;14.13;14.13;14.13
03.01.1980;102.276634;127.02;53.3294;33.79504424;39.945;17.19;17.19;17.19
04.01.1980;102.9479733;127.76;52.2336;34.13257277;40.15;17.61;17.61;17.61
05.01.1980;99.38880003;122.66;50.9638;34.4701013;40.473;10.98;10.98;10.98
06.01.1980;97.7496021;120.1;50.3348;34.80762983;40.742;9.47;9.47;9.47
07.01.1980;96.56380923;120.02;49.9462;34.8498209;41.028;9.03;9.03;9.03
08.01.1980;97.41409646;121.44;50.1256;35.1029673;41.325;9.61;9.61;9.61
09.01.1980;96.54698421;120.09;50.9386;35.39830476;41.714;10.87;10.87;10.87
10.01.1980;97.02450968;120.28;51.5813;35.73583329;42.058;12.81;12.81;12.81
11.01.1980;98.76657063;122.76;52.4717;36.11555289;42.389;15.85;15.85;15.85
12.01.1980;99.8421338;123.77;52.7685;36.45308142;42.644;18.9;18.9;18.9
01.01.1981;99.22610614;122.64;52.4668;36.79060996;43.013;19.08;19.08;19.08
02.01.1981;101.9455318;126.14;52.226;37.12813849;43.328;15.93;15.93;15.93
03.01.1981;101.7335654;126.84;52.5025;37.38128489;43.568;14.7;14.7;14.7
04.01.1981;103.0336783;128.95;52.2691;37.59224022;43.847;15.72;15.72;15.72
05.01.1981;105.665264;132.8;52.5803;37.84538662;44.148;18.52;18.52;18.52
06.01.1981;107.3786798;135.29;52.8284;38.18291515;44.369;19.1;19.1;19.1
07.01.1981;109.5282118;138.43;53.1751;38.60482581;44.636;19.04;19.04;19.04
08.01.1981;111.0790168;140.79;53.1679;38.90016328;44.936;17.82;17.82;17.82
09.01.1981;108.8600499;137.74;52.8514;39.27988288;45.23;15.87;15.87;15.87
10.01.1981;107.6668424;136.69;52.4949;39.40645608;45.499;15.08;15.08;15.08
11.01.1981;106.0586281;134.13;51.894;39.57522034;45.765;13.31;13.31;13.31
12.01.1981;106.0220368;133.92;51.3274;39.70179354;45.934;12.37;12.37;12.37
01.01.1982;106.8969387;135.85;50.3043;39.82836674;46.216;13.22;13.22;13.22
02.01.1982;111.3691181;139.89;51.3016;39.95493994;46.395;14.78;14.78;14.78
03.01.1982;117.4511164;141.88;50.9104;39.95493994;46.597;14.68;14.68;14.68
04.01.1982;117.8941282;143.48;50.4627;40.08151314;46.781;14.94;14.94;14.94
05.01.1982;115.7759176;140.99;50.138;40.46123274;47.037;14.45;14.45;14.45
06.01.1982;120.2076516;147.28;49.9692;40.92533447;47.273;14.15;14.15;14.15
07.01.1982;120.890338;148.81;49.8138;41.1362898;47.579;12.59;12.59;12.59
08.01.1982;127.3907838;149.38;49.3773;41.22067193;47.798;10.12;10.12;10.12
09.01.1982;128.7494917;150.31;49.226;41.22067193;47.975;10.31;10.31;10.31
10.01.1982;125.1739252;152.64;48.7874;41.3894362;48.279;9.71;9.71;9.71
11.01.1982;124.1712115;152.95;48.592;41.34724513;48.458;9.2;9.2;9.2
12.01.1982;121.084181;147.77;48.2424;41.22067193;48.612;8.95;8.95;8.95
01.01.1983;121.9626979;145.76;49.1762;41.30505407;48.945;8.68;8.68;8.68
02.01.1983;122.8394402;147.43;48.8688;41.34724513;49.126;8.51;8.51;8.51
03.01.1983;122.816757;148.55;49.2654;41.3894362;49.188;8.77;8.77;8.77
04.01.1983;123.9581492;149.09;49.8675;41.68477367;49.337;8.8;8.8;8.8
05.01.1983;123.8677575;148.74;50.2084;41.85353793;49.408;8.63;8.63;8.63
06.01.1983;125.3482621;151.31;50.5089;41.93792006;49.639;8.98;8.98;8.98
07.01.1983;125.8652685;152.1;51.2733;42.10668433;49.973;9.37;9.37;9.37
08.01.1983;127.3744308;154.52;51.8454;42.23325753;50.231;9.56;9.56;9.56
09.01.1983;127.3356021;154.46;52.6303;42.35983073;50.434;9.45;9.45;9.45
10.01.1983;126.1216958;151.94;53.0679;42.528595;50.523;9.48;9.48;9.48
11.01.1983;127.2461916;153.47;53.2534;42.65516819;50.641;9.34;9.34;9.34
12.01.1983;128.6205432;155.28;53.5343;42.78174139;50.679;9.47;9.47;9.47
01.01.1984;129.7004438;156.48;54.6008;43.07707886;50.848;9.56;9.56;9.56
02.01.1984;127.9813663;154.82;54.835;43.28803419;51.168;9.59;9.59;9.59
